9.67484092712402,59.1344184875488,"LPG Norge Porsgrunn","Kjølnes ring 2 3914 Porsgrunn - myLPG.eu"
10.24336,59.1294,"LPG Norge Sandefjord","Hegnasletta 6a   - myLPG.eu"
11.27306,59.12833,Shell,"Svinesundparken 2 1789   - myLPG.eu"
11.30721,59.12044,LPG,"Isebakkeveien 6 1788   - myLPG.eu"
10.06189,59.08044,Alliansen,"Nansetgata 177-179 3271  Larvik - myLPG.eu"
9.67632007598877,59.0754280090332,"LPG Norge Heistad","Heistaddalen 37   - myLPG.eu"
9.68217,59.07505,"LPG Norge","Heistaddalen 37 3940  Porsgrunn - myLPG.eu"
10.16098,59.06328,"Skagerak Gass","Sandtraåsen 1 3280   - myLPG.eu"
10.00953,59.05563,"Esso Farriseidet","Brunlanesveien 1 3268 Larvik - myLPG.eu"
5.6371,58.99503,"Gas Tech","Randabergveien 336 4070   - myLPG.eu"
9.541405678,58.9736023,"LPG Norge Kragerř","Europaveien 1367   - myLPG.eu"
5.70049,58.9573,"Esso Tjensvollkrysset","Gamle Madlaveien 1 4009 Stavanger - myLPG.eu"
9.25174,58.90248,LPG,"Fikkjebakke 5 3766   - myLPG.eu"
5.73168,58.8922,Shell,"Forusbeen 20 4033  Stavanger - myLPG.eu"
5.62738,58.88867,Statoil,"Flyplassvegen 213-215 4050   - myLPG.eu"
5.72543,58.882,"Tiger Forus Veiservice","Luramyrvn. 47 4313 Forus - myLPG.eu"
9.41576,58.86669,"Esso KragerĂmar","Galeioddveien 7 3770 KragerĂ - myLPG.eu"
5.835843,58.780258,"Dekkbutikken Ålgård","Kongsgata 12 4330 Ålgård - myLPG.eu"
9.03247,58.74378,"Risor Sveis og Montering","Rv416  4994   - myLPG.eu"
5.66734,58.736,"Esso Bryne","Arne Garborgsvei 92 4340 Bryne - myLPG.eu"
5.59475,58.68149,"Rigas As","Søylandsvegen 10 4365   - myLPG.eu"
5.63664,58.67025,"Reime & Lode as","Bernerveien 30 4367 NĂ?rbĂ - myLPG.eu"
5.64574,58.61446,"Esso Varhaug","Varhaugveien 17 4360 Varhaug - myLPG.eu"
7.77216,58.56214,Hornnes,"Fv302 4737 Hornnes - myLPG.eu"
5.80394,58.51975,"Esso Ogna","Ognavegen 23 4364 SirevĂ?g - myLPG.eu"
8.62852,58.50718,"Tiger Osedalen Veiservice","Frolandsveien 997 4820 Froland - myLPG.eu"
8.76855,58.49024,"Gasstasjon Longum","Rv420  4846   - myLPG.eu"
8.7476673,58.462639,"LPG Norge Arendal","Myreneveien 27   - myLPG.eu"
8.71317,58.45776,"Alliansen Norge","E18  4848  Arendal - myLPG.eu"
7.73924,58.38412,HĂ?geland,"e9 4720 HĂ?geland - myLPG.eu"
8.57405,58.34011,"Esso GrĂm","Lillesandsveien 46 4877 Grimstad - myLPG.eu"
6.89521,58.27998,"Esso Kvinesdal","Ăyesletta 60 4484 Ăyestranda - myLPG.eu"
7.9698,58.27189,"Tiger Vennesla Veiservice","Sentrumsveien 50 4700 Vennesla - myLPG.eu"
8.13217,58.17366,"LPG Norge Kristiansand","Stemmane 9   - myLPG.eu"
8.01939,58.15953,"Tiger Oddemarka Veiservice","Ăstre Ringvei 88 4632 Kristiansand s - myLPG.eu"
7.97401,58.14134,Statoil,"Vesterveien 24 4613  Kristiansand - myLPG.eu"
7.07125,58.1375,"Esso Lyngdal","Alleengate 2 4580 Lyngdal - myLPG.eu"
7.95941,58.11959,"Esso VĂ?gsbygd","VĂ?gsbygdveien 51 a 4621 Kristiansand - myLPG.eu"
